#node	date	numeric date
NODE_0000810	2021-03-11	2021.190730
NODE_0000811	2021-03-12	2021.193151
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-5631/2021|EPI_ISL_1307897|2021-03-12	2021-03-12	2021.193151
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-5640/2021|EPI_ISL_1307906|2021-03-12	2021-03-12	2021.193151
NODE_0000812	2021-03-12	2021.193151
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-5646/2021|EPI_ISL_1307912|2021-03-12	2021-03-12	2021.193151
NODE_0000813	2021-03-13	2021.196210
NODE_0000814	2021-03-14	2021.198630
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-5308/2021|EPI_ISL_1287684|2021-03-14	2021-03-14	2021.198630
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-5309/2021|EPI_ISL_1287685|2021-03-14	2021-03-14	2021.198630
NODE_0000815	2021-03-21	2021.218005
NODE_0001247	2021-04-16	2021.290049
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-13632/2021|EPI_ISL_2227095|2021-04-26	2021-04-26	2021.316438
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-13120/2021|EPI_ISL_2194359|2021-05-03	2021-05-03	2021.335616
NODE_0000817	2021-03-22	2021.220548
hCoV-19/Italy/CAM-COTUGNO-38-11/2021|EPI_ISL_1760379|2021-04-20	2021-04-20	2021.300000
hCoV-19/Italy/LAZ-INMI-398/2021|EPI_ISL_1495999|2021-03-22	2021-03-22	2021.220548
NODE_0000818	2020-11-28	2020.907973
NODE_0000428	2020-12-18	2020.962311
hCoV-19/Nigeria/CV732/2021|EPI_ISL_1093471|2021-01-03	2021-01-03	2021.006849
NODE_0001102	2020-12-27	2020.987559
hCoV-19/Nigeria/CV889/2021|EPI_ISL_1242009|2021-02-11	2021-02-11	2021.113699
NODE_0001103	2020-12-28	2020.991109
hCoV-19/Thailand/Bangkok_11695/2021|EPI_ISL_1173247|2021-03-01	2021-03-01	2021.163014
NODE_0001104	2020-12-28	2020.991109
hCoV-19/Nigeria/CV838/2021|EPI_ISL_1173235|2021-01-27	2021-01-27	2021.072603
NODE_0000820	2021-01-02	2021.004110
hCoV-19/Nigeria/CV731/2021|EPI_ISL_1093470|2021-01-02	2021-01-02	2021.004110
NODE_0000821	2021-01-14	2021.036411
NODE_0000443	2021-03-16	2021.202864
hCoV-19/Netherlands/NH-RIVM-28096/2021|EPI_ISL_1962937|2021-04-18	2021-04-18	2021.294521
hCoV-19/Netherlands/ZH-RIVM-28639/2021|EPI_ISL_1962938|2021-04-20	2021-04-20	2021.300000
NODE_0000823	2021-01-14	2021.036411
NODE_0000824	2021-02-09	2021.108219
hCoV-19/Netherlands/GE-RIVM-20089/2021|EPI_ISL_1457550|2021-03-03	2021-03-03	2021.168493
hCoV-19/Netherlands/GE-RIVM-20421/2021|EPI_ISL_1457613|2021-02-09	2021-02-09	2021.108219
NODE_0000429	2021-01-27	2021.071446
NODE_0000430	2021-02-03	2021.090641
hCoV-19/Netherlands/NB-RIVM-20229/2021|EPI_ISL_1457551|2021-02-27	2021-02-27	2021.157534
hCoV-19/Netherlands/LI-RIVM-20507/2021|EPI_ISL_1457552|2021-03-10	2021-03-10	2021.187671
NODE_0000432	2021-02-09	2021.108863
hCoV-19/USA/IN-CDC-LC0048433/2021|EPI_ISL_1818078|2021-04-15	2021-04-15	2021.286301
hCoV-19/Netherlands/GE-RIVM-20746/2021|EPI_ISL_1457553|2021-03-14	2021-03-14	2021.198630
hCoV-19/Netherlands/NB-RIVM-17105/2021|EPI_ISL_1289241|2021-03-02	2021-03-02	2021.165753
NODE_0000828	2021-02-07	2021.103447
hCoV-19/Netherlands/LI-RIVM-30841/2021|EPI_ISL_2094351|2021-04-20	2021-04-20	2021.300000
NODE_0000829	2021-02-08	2021.105799
NODE_0000830	2021-02-17	2021.130137
hCoV-19/Netherlands/GE-RIVM-20454/2021|EPI_ISL_1457576|2021-02-17	2021-02-17	2021.130137
hCoV-19/Netherlands/GE-RIVM-20466/2021|EPI_ISL_1457577|2021-03-09	2021-03-09	2021.184932
NODE_0000831	2021-02-09	2021.108219
hCoV-19/Netherlands/GE-RIVM-20432/2021|EPI_ISL_1457574|2021-02-09	2021-02-09	2021.108219
hCoV-19/Netherlands/GE-RIVM-20443/2021|EPI_ISL_1457575|2021-02-09	2021-02-09	2021.108219
NODE_0000447	2021-01-11	2021.029622
hCoV-19/Costa	--	--
NODE_0000448	2021-01-21	2021.057531
hCoV-19/USA/WA-UW-67073/2021|EPI_ISL_1448056|2021-03-16	2021-03-16	2021.204110
NODE_0000449	2021-03-03	2021.168109
hCoV-19/USA/IL-CDC-LC0033324/2021|EPI_ISL_1695013|2021-03-21	2021-03-21	2021.217808
hCoV-19/USA/NY-PRL-2021_04_01_00F24/2021|EPI_ISL_1471954|2021-03-29	2021-03-29	2021.239726
NODE_0000451	2021-02-13	2021.118517
hCoV-19/USA/WA-UW-68434/2021|EPI_ISL_1497839|2021-03-22	2021-03-22	2021.220548
NODE_0000836	2021-03-16	2021.204110
hCoV-19/USA/WA-UW-67911/2021|EPI_ISL_1448373|2021-03-16	2021-03-16	2021.204110
NODE_0000837	2021-03-20	2021.215068
hCoV-19/USA/WA-UW-68120/2021|EPI_ISL_1497973|2021-03-20	2021-03-20	2021.215068
NODE_0000838	2021-03-30	2021.242466
hCoV-19/USA/WA-PHL-000358/2021|EPI_ISL_1653817|2021-03-30	2021-03-30	2021.242466
NODE_0000841	2021-04-11	2021.275662
hCoV-19/USA/WA-PHL-000499/2021|EPI_ISL_1747436|2021-04-16	2021-04-16	2021.289041
NODE_0000842	2021-04-12	2021.278082
hCoV-19/USA/WA-PHL-000468/2021|EPI_ISL_1747406|2021-04-12	2021-04-12	2021.278082
hCoV-19/USA/WA-PHL-000469/2021|EPI_ISL_1747407|2021-04-12	2021-04-12	2021.278082
NODE_0000458	2021-02-28	2021.160378
hCoV-19/USA/WA-UW-66103/2021|EPI_ISL_1405184|2021-03-05	2021-03-05	2021.173973
NODE_0000459	2021-03-05	2021.173973
hCoV-19/USA/WA-UW-66082/2021|EPI_ISL_1405164|2021-03-05	2021-03-05	2021.173973
hCoV-19/USA/WA-UW-67134/2021|EPI_ISL_1448114|2021-03-14	2021-03-14	2021.198630
NODE_0000845	2021-03-07	2021.180309
NODE_0000460	2021-03-23	2021.222348
hCoV-19/USA/WA-UW-2021040702466/2021|EPI_ISL_1789246|2021-04-07	2021-04-07	2021.264384
hCoV-19/USA/WA-UW-69202/2021|EPI_ISL_1523891|2021-03-25	2021-03-25	2021.228767
NODE_0000847	2021-03-07	2021.180394
hCoV-19/USA/WA-UW-68575/2021|EPI_ISL_1523849|2021-03-22	2021-03-22	2021.220548
NODE_0000848	2021-03-13	2021.195890
hCoV-19/USA/WA-UW-67228/2021|EPI_ISL_1448198|2021-03-13	2021-03-13	2021.195890
NODE_0000849	2021-03-20	2021.215068
hCoV-19/USA/WA-UW-2021040768646/2021|EPI_ISL_1680352|2021-04-07	2021-04-07	2021.264384
hCoV-19/USA/WA-UW-67993/2021|EPI_ISL_1497976|2021-03-20	2021-03-20	2021.215068
NODE_0000467	2021-03-10	2021.187103
hCoV-19/USA/WA-UW-2021041101070/2021|EPI_ISL_1670824|2021-04-11	2021-04-11	2021.275342
NODE_0001158	2021-03-14	2021.197368
hCoV-19/USA/WA-UW-68895/2021|EPI_ISL_1601510|2021-03-29	2021-03-29	2021.239726
NODE_0001165	2021-03-14	2021.199666
hCoV-19/USA/WA-UW-21041580414/2021|EPI_ISL_1849374|2021-04-15	2021-04-15	2021.286301
NODE_0000471	2021-04-13	2021.280648
hCoV-19/USA/WA-UW-21041606132/2021|EPI_ISL_2002145|2021-04-16	2021-04-16	2021.289041
hCoV-19/USA/WA-UW-21042312941/2021|EPI_ISL_2037669|2021-04-23	2021-04-23	2021.308219
NODE_0000472	2021-03-21	2021.218114
NODE_0000473	2021-04-02	2021.251365
hCoV-19/USA/WA-CDC-LC0045696/2021|EPI_ISL_1818074|2021-04-16	2021-04-16	2021.289041
hCoV-19/USA/WA-UW-21042104019/2021|EPI_ISL_2031507|2021-04-21	2021-04-21	2021.302740
NODE_0000485	2021-04-05	2021.259456
hCoV-19/USA/WA-UW-21042314186/2021|EPI_ISL_2037658|2021-04-23	2021-04-23	2021.308219
hCoV-19/USA/WA-UW-21041842858/2021|EPI_ISL_2002192|2021-04-18	2021-04-18	2021.294521
NODE_0000487	2021-04-12	2021.278082
hCoV-19/USA/WA-UW-2021041202567/2021|EPI_ISL_1826134|2021-04-12	2021-04-12	2021.278082
hCoV-19/USA/WA-UW-2021041259320/2021|EPI_ISL_1789456|2021-04-12	2021-04-12	2021.278082
NODE_0000857	2021-04-15	2021.286301
hCoV-19/USA/WA-UW-21041981435/2021|EPI_ISL_2002694|2021-04-19	2021-04-19	2021.297260
hCoV-19/USA/WA-UW-2021041504901/2021|EPI_ISL_1826136|2021-04-15	2021-04-15	2021.286301
NODE_0001184	2021-03-28	2021.236748
NODE_0000477	2021-04-13	2021.280822
hCoV-19/USA/WA-UW-2021041379697/2021|EPI_ISL_1785841|2021-04-13	2021-04-13	2021.280822
hCoV-19/USA/WA-UW-21041687943/2021|EPI_ISL_2002166|2021-04-16	2021-04-16	2021.289041
NODE_0000859	2021-04-01	2021.246983
hCoV-19/USA/WA-UW-21041693552/2021|EPI_ISL_2002161|2021-04-16	2021-04-16	2021.289041
NODE_0000860	2021-04-02	2021.249722
hCoV-19/USA/WA-UW-21041771742/2021|EPI_ISL_2002281|2021-04-17	2021-04-17	2021.291781
NODE_0000861	2021-04-03	2021.252462
hCoV-19/USA/WA-UW-21041848350/2021|EPI_ISL_2002191|2021-04-18	2021-04-18	2021.294521
NODE_0000862	2021-04-04	2021.257470
hCoV-19/USA/WA-UW-21042062549/2021|EPI_ISL_2002386|2021-04-20	2021-04-20	2021.300000
NODE_0000863	2021-04-05	2021.258368
hCoV-19/USA/WA-UW-21042015771/2021|EPI_ISL_2002383|2021-04-20	2021-04-20	2021.300000
NODE_0000864	2021-04-06	2021.261324
hCoV-19/USA/WA-CDC-UW21042125998/2021|EPI_ISL_2105968|2021-04-21	2021-04-21	2021.302740
NODE_0000865	2021-04-13	2021.280822
hCoV-19/USA/WA-UW-2021041354841/2021|EPI_ISL_1785840|2021-04-13	2021-04-13	2021.280822
NODE_0000867	2021-04-17	2021.291781
hCoV-19/USA/WA-UW-21042110146/2021|EPI_ISL_2031506|2021-04-21	2021-04-21	2021.302740
hCoV-19/USA/WA-UW-21041749297/2021|EPI_ISL_2002250|2021-04-17	2021-04-17	2021.291781
NODE_0000868	2020-11-29	2020.910638
NODE_0001257	2020-12-29	2020.993839
hCoV-19/Singapore/188/2021|EPI_ISL_995301|2021-01-31	2021-01-31	2021.083562
hCoV-19/Ghana/NMIMR-TRA-190/2021|EPI_ISL_1018082|2021-01-13	2021-01-13	2021.034247
NODE_0000870	2020-11-30	2020.913366
NODE_0000770	2021-04-25	2021.312712
hCoV-19/USA/NY-PRL-2021_0506_00F08/2021|EPI_ISL_2037269|2021-05-04	2021-05-04	2021.338356
hCoV-19/USA/NY-PRL-2021_0506_00C16/2021|EPI_ISL_2037206|2021-05-04	2021-05-04	2021.338356
NODE_0000873	2020-12-01	2020.916245
hCoV-19/France/NAQ-HCL021070144401/2021|EPI_ISL_1788425|2021-04-02	2021-04-02	2021.250685
NODE_0000874	2020-12-02	2020.918854
NODE_0000022	2021-01-24	2021.063383
hCoV-19/Italy/LOM-HSacco83/2021|EPI_ISL_1578460|2021-03-06	2021-03-06	2021.176712
hCoV-19/Ireland/CE-NVRL-ec86IRL35385/2021|EPI_ISL_1357909|2021-02-24	2021-02-24	2021.149315
hCoV-19/Ireland/CE-NVRL-e85IRL93053/2021|EPI_ISL_1191275|2021-02-17	2021-02-17	2021.130137
NODE_0000876	2020-12-03	2020.921443
hCoV-19/Nigeria/CV729/2021|EPI_ISL_1093469|2021-01-02	2021-01-02	2021.004110
NODE_0000877	2020-12-04	2020.924110
hCoV-19/Norway/4237/2021|EPI_ISL_1318038|2021-02-19	2021-02-19	2021.135616
NODE_0000878	2020-12-05	2020.926841
NODE_0000704	2020-12-31	2020.999421
NODE_0000706	2021-02-08	2021.105479
hCoV-19/Togo/C6634/2021|EPI_ISL_1586902|2021-02-08	2021-02-08	2021.105479
hCoV-19/Togo/C6633/2021|EPI_ISL_1508962|2021-02-08	2021-02-08	2021.105479
NODE_0000881	2021-01-04	2021.010189
hCoV-19/Togo/TGS8/2021|EPI_ISL_1508988|2021-02-05	2021-02-05	2021.097260
hCoV-19/Togo/C6228/2021|EPI_ISL_1800014|2021-02-03	2021-02-03	2021.091781
NODE_0000882	2020-12-06	2020.929730
NODE_0000361	2020-12-23	2020.977053
hCoV-19/Spain/CT-HUVH-23956/2021|EPI_ISL_954180|2021-01-25	2021-01-25	2021.067123
NODE_0001249	2021-01-02	2021.003247
NODE_0000884	2021-02-11	2021.113699
hCoV-19/Togo/C6771/2021|EPI_ISL_1509100|2021-02-11	2021-02-11	2021.113699
hCoV-19/Spain/CT-HUGTiPR006BX5C3/2021|EPI_ISL_1208511|2021-02-17	2021-02-17	2021.130137
NODE_0000364	2021-01-17	2021.045287
NODE_0000368	2021-02-10	2021.112117
hCoV-19/Germany/HH-RKI-I-039738/2021|EPI_ISL_1286099|2021-03-03	2021-03-03	2021.168493
hCoV-19/Germany/HH-HPI-p5203/2021|EPI_ISL_1716121|2021-03-15	2021-03-15	2021.201370
NODE_0000370	2021-03-04	2021.171233
hCoV-19/Germany/HH-HPI-p4787/2021|EPI_ISL_1464517|2021-03-04	2021-03-04	2021.171233
hCoV-19/Germany/HH-HPI-p4797/2021|EPI_ISL_1464527|2021-03-04	2021-03-04	2021.171233
NODE_0000889	2021-01-18	2021.047118
NODE_0000367	2021-03-06	2021.176712
hCoV-19/Belgium/rega-4815/2021|EPI_ISL_1382202|2021-03-16	2021-03-16	2021.204110
hCoV-19/Belgium/rega-4311/2021|EPI_ISL_1380751|2021-03-06	2021-03-06	2021.176712
NODE_0000891	2021-01-23	2021.061474
hCoV-19/Denmark/DCGC-59882/2021|EPI_ISL_1868453|2021-04-19	2021-04-19	2021.297260
hCoV-19/Spain/MD-HGUGM-656890/2021|EPI_ISL_2178832|2021-05-11	2021-05-11	2021.357534
NODE_0000892	2020-12-07	2020.932353
NODE_0000373	2021-03-17	2021.206849
hCoV-19/Germany/NW-RKI-I-059362/2021|EPI_ISL_1563929|2021-03-25	2021-03-25	2021.228767
hCoV-19/Germany/NW-RKI-I-056511/2021|EPI_ISL_1440153|2021-03-17	2021-03-17	2021.206849
NODE_0000894	2020-12-08	2020.934974
NODE_0000047	2021-01-27	2021.072603
hCoV-19/Nigeria/CV839/2021|EPI_ISL_1173236|2021-01-27	2021-01-27	2021.072603
hCoV-19/Nigeria/CV840/2021|EPI_ISL_1173237|2021-01-27	2021-01-27	2021.072603
NODE_0000896	2020-12-09	2020.937594
hCoV-19/Nigeria/CV934/2021|EPI_ISL_1715370|2021-01-03	2021-01-03	2021.006849
NODE_0000897	2020-12-10	2020.940210
NODE_0000696	2021-01-28	2021.074486
NODE_0000697	2021-03-16	2021.204110
hCoV-19/Norway/08611/2021|EPI_ISL_1820304|2021-03-22	2021-03-22	2021.220548
hCoV-19/Norway/6847/2021|EPI_ISL_1547637|2021-03-16	2021-03-16	2021.204110
NODE_0000698	2021-02-18	2021.133150
hCoV-19/USA/OR-OHSU-10601/2021|EPI_ISL_1541796|2021-03-08	2021-03-08	2021.182192
NODE_0000901	2021-03-13	2021.195890
hCoV-19/Norway/6471/2021|EPI_ISL_1797748|2021-03-13	2021-03-13	2021.195890
hCoV-19/Norway/6465/2021|EPI_ISL_1547554|2021-03-13	2021-03-13	2021.195890
NODE_0000902	2020-12-11	2020.942816
hCoV-19/Nigeria/CV1327/2021|EPI_ISL_2240772|2021-01-31	2021-01-31	2021.083562
NODE_0000903	2020-12-12	2020.945396
hCoV-19/Nigeria/CV735/2021|EPI_ISL_1093472|2021-01-05	2021-01-05	2021.012329
NODE_0000904	2020-12-12	2020.948013
NODE_0000790	2021-03-01	2021.163014
hCoV-19/Canada/ABPHL-07907/2021|EPI_ISL_2166419|2021-03-04	2021-03-04	2021.171233
hCoV-19/Canada/ABPHL-07134/2021|EPI_ISL_2165910|2021-03-01	2021-03-01	2021.163014
hCoV-19/Canada/ABPHL-07138/2021|EPI_ISL_2165913|2021-03-01	2021-03-01	2021.163014
NODE_0000906	2020-12-13	2020.950621
hCoV-19/Nigeria/ICGEB-S135/2021|EPI_ISL_2242809|2021-01-08	2021-01-08	2021.020548
NODE_0000907	2020-12-14	2020.953209
hCoV-19/USA/IL-Yale-1579/2021|EPI_ISL_1182051|2021-02-10	2021-02-10	2021.110959
NODE_0000908	2020-12-15	2020.955822
NODE_0000940	2021-01-12	2021.031882
hCoV-19/Cameroon/Yaounde-ECO20/2021|EPI_ISL_1190757|2021-02-03	2021-02-03	2021.091781
hCoV-19/France/HDF-20210322v1b3/2021|EPI_ISL_1655742|2021-03-25	2021-03-25	2021.228767
NODE_0000910	2020-12-16	2020.958420
hCoV-19/Denmark/DCGC-31254/2021|EPI_ISL_855634|2021-01-11	2021-01-11	2021.028767
NODE_0000911	2020-12-17	2020.961029
NODE_0000912	2020-12-18	2020.963618
NODE_0000953	2021-01-20	2021.052593
hCoV-19/France/IDF-IPP06548/2021|EPI_ISL_1417209|2021-03-16	2021-03-16	2021.204110
NODE_0000954	2021-03-09	2021.184932
hCoV-19/Spain/CT-HUVH-EX01484/2021|EPI_ISL_1669441|2021-04-13	2021-04-13	2021.280822
hCoV-19/Spain/CT-HUVH-197970/2021|EPI_ISL_1334346|2021-03-09	2021-03-09	2021.184932
NODE_0000916	2020-12-19	2020.966159
NODE_0000782	2021-01-21	2021.057196
hCoV-19/Spain/CT-HUGTiPM015UW8G9/2021|EPI_ISL_2140632|2021-05-07	2021-05-07	2021.346575
NODE_0000783	2021-04-02	2021.251603
hCoV-19/Germany/HH-RKI-I-092637/2021|EPI_ISL_1727121|2021-04-13	2021-04-13	2021.280822
hCoV-19/England/MILK-15151EF/2021|EPI_ISL_1718858|2021-04-16	2021-04-16	2021.289041
NODE_0000919	2020-12-20	2020.968579
hCoV-19/Nigeria/CV667/2020|EPI_ISL_1035819|2020-12-20	2020-12-20	2020.968579
NODE_0000920	2021-01-07	2021.017377
NODE_0000645	2021-01-24	2021.063376
hCoV-19/France/BFC-HMN-21042010800/2021|EPI_ISL_2179503|2021-03-30	2021-03-30	2021.242466
hCoV-19/Spain/PV-HUB-51590893/2021|EPI_ISL_2151335|2021-04-16	2021-04-16	2021.289041
NODE_0000665	2021-04-12	2021.278082
hCoV-19/Portugal/PT6916/2021|EPI_ISL_1854254|2021-04-16	2021-04-16	2021.289041
hCoV-19/Portugal/PT7004/2021|EPI_ISL_2004140|2021-04-12	2021-04-12	2021.278082
NODE_0000648	2021-02-10	2021.110439
NODE_0000649	2021-02-26	2021.155852
hCoV-19/Bangladesh/BCSIR-NILMRC-680/2021|EPI_ISL_1533728|2021-03-14	2021-03-14	2021.198630
NODE_0000650	2021-03-11	2021.191491
hCoV-19/Bangladesh/BCSIR-AFIP-33/2021|EPI_ISL_1595840|2021-04-06	2021-04-06	2021.261644
hCoV-19/Singapore/398/2021|EPI_ISL_1477036|2021-03-31	2021-03-31	2021.245205
NODE_0000652	2021-03-20	2021.215068
hCoV-19/Bangladesh/ideSHi-S-19/2021|EPI_ISL_1760649|2021-03-20	2021-03-20	2021.215068
NODE_0000655	2021-04-21	2021.302740
hCoV-19/Italy/UMB-IZSGC-246561.1.29/2021|EPI_ISL_2001459|2021-04-21	2021-04-21	2021.302740
hCoV-19/Italy/UMB-IZSGC-246561.1.30/2021|EPI_ISL_2001460|2021-04-21	2021-04-21	2021.302740
NODE_0000930	2021-03-21	2021.217808
hCoV-19/Singapore/621/2021|EPI_ISL_1704843|2021-04-16	2021-04-16	2021.289041
hCoV-19/Bangladesh/ideSHi-S-21/2021|EPI_ISL_1760650|2021-03-21	2021-03-21	2021.217808
NODE_0000656	2021-04-01	2021.249053
NODE_0000660	2021-04-15	2021.285289
hCoV-19/Italy/UMB-IZSGC-259791.1.7/2021|EPI_ISL_2131459|2021-04-28	2021-04-28	2021.321918
hCoV-19/Italy/UMB-IZSGC-259791.1.8/2021|EPI_ISL_2131460|2021-04-30	2021-04-30	2021.327397
hCoV-19/Italy/UMB-IZSGC-233264-1-32/2021|EPI_ISL_1785227|2021-04-20	2021-04-20	2021.300000
NODE_0000662	2021-04-09	2021.271198
hCoV-19/Italy/UMB-IZSGC-246561/2021|EPI_ISL_2001431|2021-04-20	2021-04-20	2021.300000
NODE_0000934	2021-04-19	2021.296316
hCoV-19/Italy/UMB-IZSGC-259791-1-32/2021|EPI_ISL_2137768|2021-05-04	2021-05-04	2021.338356
hCoV-19/Italy/UMB-IZSGC-259791.1.10/2021|EPI_ISL_2131462|2021-05-04	2021-05-04	2021.338356
NODE_0000936	2021-04-20	2021.300000
hCoV-19/Italy/UMB-IZSGC-233264-1-19/2021|EPI_ISL_1785213|2021-04-20	2021-04-20	2021.300000
NODE_0000937	2021-04-23	2021.308219
hCoV-19/Italy/UMB-IZSGC-246561.1.22/2021|EPI_ISL_2001452|2021-04-23	2021-04-23	2021.308219
hCoV-19/Italy/UMB-IZSGC-246561.1.21/2021|EPI_ISL_2001451|2021-04-23	2021-04-23	2021.308219
NODE_0000666	2021-02-28	2021.160274
hCoV-19/Germany/BW-RKI-I-038997/2021|EPI_ISL_1285358|2021-02-28	2021-02-28	2021.160274
hCoV-19/Germany/BW-RKI-I-048559/2021|EPI_ISL_1355985|2021-03-12	2021-03-12	2021.193151
NODE_0000668	2021-03-12	2021.192761
NODE_0000669	2021-03-18	2021.210776
hCoV-19/Germany/un-RKI-I-062209/2021|EPI_ISL_1567631|2021-03-23	2021-03-23	2021.223288
hCoV-19/Germany/un-RKI-I-078530/2021|EPI_ISL_1643785|2021-04-02	2021-04-02	2021.250685
NODE_0001344	2021-03-15	2021.200369
hCoV-19/Germany/un-RKI-I-071398/2021|EPI_ISL_1638390|2021-03-30	2021-03-30	2021.242466
NODE_0000941	2021-03-28	2021.237306
hCoV-19/Germany/BW-RKI-I-154311/2021|EPI_ISL_2265532|2021-05-12	2021-05-12	2021.360274
NODE_0000942	2021-03-29	2021.239726
hCoV-19/Germany/un-RKI-I-071428/2021|EPI_ISL_1638418|2021-03-29	2021-03-29	2021.239726
hCoV-19/Germany/un-RKI-I-071302/2021|EPI_ISL_1638309|2021-03-29	2021-03-29	2021.239726
NODE_0000677	2021-03-22	2021.220778
hCoV-19/Germany/un-RKI-I-096918/2021|EPI_ISL_1843342|2021-04-06	2021-04-06	2021.261644
NODE_0000945	2021-04-01	2021.247945
hCoV-19/Germany/BW-ChVir-LB-210416-5785/2021|EPI_ISL_1905108|2021-04-01	2021-04-01	2021.247945
hCoV-19/Germany/un-RKI-I-087659/2021|EPI_ISL_1724308|2021-04-06	2021-04-06	2021.261644
NODE_0000680	2021-03-27	2021.234666
hCoV-19/Germany/BW-ChVir-LB-210423-5722/2021|EPI_ISL_1886196|2021-04-09	2021-04-09	2021.269863
hCoV-19/Germany/un-RKI-I-078532/2021|EPI_ISL_1643786|2021-03-31	2021-03-31	2021.245205
NODE_0000947	2021-04-06	2021.261644
hCoV-19/Germany/un-RKI-I-096911/2021|EPI_ISL_1843336|2021-04-06	2021-04-06	2021.261644
hCoV-19/Germany/un-RKI-I-087662/2021|EPI_ISL_1724310|2021-04-06	2021-04-06	2021.261644
NODE_0000948	2021-03-08	2021.182881
hCoV-19/Germany/un-RKI-I-096938/2021|EPI_ISL_1843356|2021-04-15	2021-04-15	2021.286301
NODE_0000949	2021-03-09	2021.185624
hCoV-19/Germany/un-RKI-I-065775/2021|EPI_ISL_1570842|2021-03-26	2021-03-26	2021.231507
NODE_0000951	2021-03-10	2021.188308
hCoV-19/Germany/un-RKI-I-068784/2021|EPI_ISL_1573183|2021-04-01	2021-04-01	2021.247945
NODE_0000952	2021-03-11	2021.190815
hCoV-19/Germany/un-RKI-I-096941/2021|EPI_ISL_1843359|2021-04-14	2021-04-14	2021.283562
NODE_0000955	2021-03-12	2021.193151
hCoV-19/Germany/BW-RKI-I-044585/2021|EPI_ISL_1351962|2021-03-12	2021-03-12	2021.193151
NODE_0000959	2021-03-21	2021.217808
hCoV-19/Germany/un-RKI-I-059224/2021|EPI_ISL_1563879|2021-03-21	2021-03-21	2021.217808
NODE_0000960	2021-03-22	2021.220548
hCoV-19/Germany/un-RKI-I-059196/2021|EPI_ISL_1563854|2021-03-22	2021-03-22	2021.220548
NODE_0000962	2021-03-23	2021.223288
hCoV-19/Germany/un-RKI-I-068981/2021|EPI_ISL_1573245|2021-03-23	2021-03-23	2021.223288
NODE_0000968	2021-03-26	2021.231507
hCoV-19/Germany/un-RKI-I-065770/2021|EPI_ISL_1570839|2021-03-26	2021-03-26	2021.231507
NODE_0000969	2021-03-28	2021.236986
hCoV-19/Germany/un-RKI-I-065780/2021|EPI_ISL_1570846|2021-03-28	2021-03-28	2021.236986
hCoV-19/Germany/un-RKI-I-071365/2021|EPI_ISL_1638359|2021-03-31	2021-03-31	2021.245205
NODE_0000970	2021-01-07	2021.017377
hCoV-19/Nigeria/CV1121/2021|EPI_ISL_1970561|2021-02-17	2021-02-17	2021.130137
NODE_0000972	2021-01-07	2021.017377
NODE_0000385	2021-01-23	2021.063006
hCoV-19/India/TG-CCMB-BO378/2021|EPI_ISL_1838859|2021-04-08	2021-04-08	2021.267123
hCoV-19/Ireland/D-NVRL-21IRL58267/2021|EPI_ISL_2240830|2021-05-04	2021-05-04	2021.338356
hCoV-19/Finland/TRE24386_1/2021|EPI_ISL_2153429|2021-04-05	2021-04-05	2021.258904
NODE_0000387	2021-03-02	2021.166228
hCoV-19/Netherlands/GE-RIVM-29071/2021|EPI_ISL_1962939|2021-04-20	2021-04-20	2021.300000
hCoV-19/India/TG-CCMB-BN922/2021|EPI_ISL_1838858|2021-04-07	2021-04-07	2021.264384
NODE_0000409	2021-03-02	2021.165389
hCoV-19/Switzerland/ZH-ETHZ-571397/2021|EPI_ISL_1659194|2021-04-08	2021-04-08	2021.267123
NODE_0000410	2021-04-12	2021.278082
hCoV-19/Ireland/D-NVRL-22IRL18501/2021|EPI_ISL_1785311|2021-04-12	2021-04-12	2021.278082
hCoV-19/Ireland/D-NVRL-22IRL18385/2021|EPI_ISL_1731352|2021-04-12	2021-04-12	2021.278082
NODE_0000412	2021-02-22	2021.144965
hCoV-19/Germany/BY-MVP-000005718/2021|EPI_ISL_2006684|2021-04-22	2021-04-22	2021.305479
NODE_0000413	2021-04-27	2021.319466
hCoV-19/Germany/NI-RKI-I-149336/2021|EPI_ISL_2261024|2021-05-07	2021-05-07	2021.346575
hCoV-19/Germany/NI-RKI-I-149333/2021|EPI_ISL_2261021|2021-05-08	2021-05-08	2021.349315
hCoV-19/Germany/NI-RKI-I-149299/2021|EPI_ISL_2260989|2021-05-07	2021-05-07	2021.346575
NODE_0000415	2021-03-10	2021.188409
NODE_0000416	2021-04-01	2021.247945
hCoV-19/Norway/08765/2021|EPI_ISL_1820313|2021-04-01	2021-04-01	2021.247945
hCoV-19/Norway/08752/2021|EPI_ISL_1820311|2021-04-01	2021-04-01	2021.247945
hCoV-19/Norway/08764/2021|EPI_ISL_1820312|2021-04-01	2021-04-01	2021.247945
NODE_0000418	2021-04-10	2021.272542
NODE_0000419	2021-04-20	2021.300000
hCoV-19/Ireland/D-NVRL-22IRL33788/2021|EPI_ISL_1891230|2021-04-20	2021-04-20	2021.300000
