#node	date	numeric date
NODE_0001088	2021-03-21	2021.217436
hCoV-19/USA/WV-WVU-WV118895/2021|EPI_ISL_2195873|2021-04-20	2021-04-20	2021.300000
hCoV-19/USA/OH-CDC-LC0043149/2021|EPI_ISL_1701871|2021-04-09	2021-04-09	2021.269863
NODE_0001090	2021-03-26	2021.230515
hCoV-19/USA/WV-WVU-WV064632/2021|EPI_ISL_1624823|2021-04-05	2021-04-05	2021.258904
hCoV-19/USA/WV-WVU-WV064543/2021|EPI_ISL_1624779|2021-04-05	2021-04-05	2021.258904
hCoV-19/USA/WV-WVU-WV064577/2021|EPI_ISL_1624804|2021-04-05	2021-04-05	2021.258904
NODE_0000510	2020-12-31	2020.999165
hCoV-19/USA/CA-UCSF-CC107/2021|EPI_ISL_1824402|2021-03-18	2021-03-18	2021.209589
NODE_0000511	2021-01-01	2021.001689
hCoV-19/Nigeria/CV1126/2021|EPI_ISL_1970562|2021-02-16	2021-02-16	2021.127397
NODE_0000512	2021-01-02	2021.004110
hCoV-19/Nigeria/CV719/2021|EPI_ISL_1093466|2021-01-02	2021-01-02	2021.004110
NODE_0000514	2021-01-07	2021.017808
hCoV-19/Nigeria/CV779/2021|EPI_ISL_1173213|2021-01-07	2021-01-07	2021.017808
NODE_0000515	2021-01-18	2021.048092
NODE_0000516	2021-01-19	2021.050685
hCoV-19/Nigeria/CV794/2021|EPI_ISL_1173224|2021-01-19	2021-01-19	2021.050685
NODE_0001011	2021-03-02	2021.165615
NODE_0000494	2021-03-16	2021.203745
hCoV-19/USA/WV-WVU-WV118795/2021|EPI_ISL_2195801|2021-04-17	2021-04-17	2021.291781
NODE_0000496	2021-03-16	2021.204698
NODE_0001017	2021-04-01	2021.248112
NODE_0001019	2021-04-17	2021.292726
hCoV-19/USA/WV-WVU-WV119028/2021|EPI_ISL_2204392|2021-04-26	2021-04-26	2021.316438
hCoV-19/USA/WV-WVU-WV119151/2021|EPI_ISL_2196067|2021-04-28	2021-04-28	2021.321918
NODE_0000525	2021-04-06	2021.261689
hCoV-19/USA/WV-WVU-WV118901/2021|EPI_ISL_2195877|2021-04-21	2021-04-21	2021.302740
NODE_0001020	2021-04-22	2021.305672
hCoV-19/USA/WV-WVU-WV119593/2021|EPI_ISL_2204438|2021-04-30	2021-04-30	2021.327397
hCoV-19/USA/WV-WVU-WV119560/2021|EPI_ISL_2204472|2021-05-01	2021-05-01	2021.330137
NODE_0000501	2021-03-16	2021.204698
hCoV-19/USA/WV-WVU-WV091006/2021|EPI_ISL_1624964|2021-03-31	2021-03-31	2021.245205
NODE_0000519	2021-03-28	2021.236986
hCoV-19/USA/WV-WVU-WV090958/2021|EPI_ISL_1529072|2021-03-28	2021-03-28	2021.236986
NODE_0000520	2021-03-29	2021.239726
hCoV-19/USA/WV-WVU-WV090943/2021|EPI_ISL_1529060|2021-03-29	2021-03-29	2021.239726
NODE_0000521	2021-04-17	2021.291781
hCoV-19/USA/WV-WVU-WV119030/2021|EPI_ISL_2204389|2021-04-26	2021-04-26	2021.316438
hCoV-19/USA/WV-WVU-WV118794/2021|EPI_ISL_2195800|2021-04-17	2021-04-17	2021.291781
NODE_0001022	2021-03-13	2021.196303
hCoV-19/USA/WV-WVU-WV119579/2021|EPI_ISL_2204512|2021-05-03	2021-05-03	2021.335616
NODE_0000528	2021-04-07	2021.264352
hCoV-19/USA/WV-WVU-WV119581/2021|EPI_ISL_2204489|2021-05-02	2021-05-02	2021.332877
NODE_0001033	2021-04-22	2021.306391
hCoV-19/USA/WV-WVU-WV119568/2021|EPI_ISL_2204444|2021-04-30	2021-04-30	2021.327397
hCoV-19/USA/WV-WVU-WV119202/2021|EPI_ISL_2196111|2021-04-27	2021-04-27	2021.319178
NODE_0001034	2021-03-22	2021.220652
hCoV-19/USA/WV-WVU-WV119592/2021|EPI_ISL_2204459|2021-05-01	2021-05-01	2021.330137
NODE_0001035	2021-04-11	2021.274621
NODE_0001036	2021-04-20	2021.299350
hCoV-19/USA/WV-WVU-WV119573/2021|EPI_ISL_2204413|2021-04-29	2021-04-29	2021.324658
NODE_0001037	2021-04-23	2021.308978
hCoV-19/USA/WV-WVU-WV119542/2021|EPI_ISL_2204431|2021-04-29	2021-04-29	2021.324658
hCoV-19/USA/WV-WVU-WV119556/2021|EPI_ISL_2204424|2021-04-29	2021-04-29	2021.324658
NODE_0000534	2021-04-28	2021.322237
hCoV-19/USA/WV-WVU-WV119567/2021|EPI_ISL_2204414|2021-04-29	2021-04-29	2021.324658
NODE_0000535	2021-04-29	2021.324658
hCoV-19/USA/WV-WVU-WV119580/2021|EPI_ISL_2204409|2021-04-29	2021-04-29	2021.324658
hCoV-19/USA/WV-WVU-WV119554/2021|EPI_ISL_2204425|2021-04-29	2021-04-29	2021.324658
NODE_0001023	2021-03-22	2021.221107
NODE_0001026	2021-04-17	2021.292228
hCoV-19/USA/WV-WVU-WV119550/2021|EPI_ISL_2204478|2021-05-01	2021-05-01	2021.330137
hCoV-19/USA/WV-WVU-WV119892/2021|EPI_ISL_2204756|2021-05-06	2021-05-06	2021.343836
NODE_0000538	2021-04-23	2021.308219
hCoV-19/USA/WV-WVU-WV119903/2021|EPI_ISL_2204748|2021-05-06	2021-05-06	2021.343836
hCoV-19/USA/WV-WVU-WV119016/2021|EPI_ISL_2204356|2021-04-23	2021-04-23	2021.308219
NODE_0001027	2021-03-28	2021.238217
hCoV-19/USA/WV-CDC-LC0058878/2021|EPI_ISL_2241693|2021-05-02	2021-05-02	2021.332877
NODE_0001028	2021-04-10	2021.272793
hCoV-19/USA/VA-CDC-LC0049728/2021|EPI_ISL_1942236|2021-04-20	2021-04-20	2021.300000
NODE_0001029	2021-04-21	2021.303011
hCoV-19/USA/MD-CDC-LC0058317/2021|EPI_ISL_2241691|2021-05-04	2021-05-04	2021.338356
hCoV-19/USA/VA-CDC-LC0058162/2021|EPI_ISL_2241692|2021-05-04	2021-05-04	2021.338356
NODE_0001092	2021-02-23	2021.145433
hCoV-19/Germany/BW-RKI-I-038994/2021|EPI_ISL_1285355|2021-02-24	2021-02-24	2021.149315
NODE_0001108	2021-03-06	2021.175854
hCoV-19/Germany/RP-RKI-I-065766/2021|EPI_ISL_1570835|2021-03-18	2021-03-18	2021.209589
NODE_0001114	2021-03-20	2021.215068
hCoV-19/Germany/RP-RKI-I-087829/2021|EPI_ISL_1724436|2021-04-03	2021-04-03	2021.253425
hCoV-19/Germany/RP-RKI-I-065769/2021|EPI_ISL_1570838|2021-03-20	2021-03-20	2021.215068
NODE_0000527	2021-03-10	2021.187671
hCoV-19/Germany/RP-RKI-I-051003/2021|EPI_ISL_1433543|2021-03-10	2021-03-10	2021.187671
NODE_0000545	2021-03-12	2021.193151
hCoV-19/Germany/RP-RKI-I-045956/2021|EPI_ISL_1353380|2021-03-12	2021-03-12	2021.193151
NODE_0000546	2021-03-16	2021.204110
hCoV-19/Germany/RP-RKI-I-065757/2021|EPI_ISL_1570826|2021-03-16	2021-03-16	2021.204110
NODE_0000547	2021-03-23	2021.223288
hCoV-19/Germany/RP-RKI-I-087811/2021|EPI_ISL_1724422|2021-04-05	2021-04-05	2021.258904
hCoV-19/Germany/RP-RKI-I-065763/2021|EPI_ISL_1570832|2021-03-23	2021-03-23	2021.223288
NODE_0001118	2021-03-02	2021.165695
hCoV-19/Germany/BW-RKI-I-153292/2021|EPI_ISL_2264550|2021-05-12	2021-05-12	2021.360274
NODE_0001119	2021-03-08	2021.183101
NODE_0000550	2021-03-17	2021.206849
hCoV-19/Germany/RP-RKI-I-062243/2021|EPI_ISL_1567661|2021-03-17	2021-03-17	2021.206849
hCoV-19/Germany/RP-RKI-I-062138/2021|EPI_ISL_1567562|2021-03-17	2021-03-17	2021.206849
NODE_0001121	2021-03-13	2021.195142
hCoV-19/Germany/RP-RKI-I-062270/2021|EPI_ISL_1567684|2021-03-20	2021-03-20	2021.215068
hCoV-19/Germany/RP-RKI-I-062207/2021|EPI_ISL_1567629|2021-03-22	2021-03-22	2021.220548
NODE_0000552	2021-03-17	2021.207169
NODE_0000553	2021-03-18	2021.209589
hCoV-19/Germany/RP-RKI-I-062239/2021|EPI_ISL_1567658|2021-03-18	2021-03-18	2021.209589
hCoV-19/Germany/RP-RKI-I-062242/2021|EPI_ISL_1567660|2021-03-18	2021-03-18	2021.209589
NODE_0000554	2021-03-18	2021.209589
hCoV-19/Germany/RP-RKI-I-062260/2021|EPI_ISL_1567676|2021-03-24	2021-03-24	2021.226027
hCoV-19/Germany/RP-RKI-I-062245/2021|EPI_ISL_1567663|2021-03-18	2021-03-18	2021.209589
NODE_0000555	2021-03-10	2021.188046
NODE_0000556	2021-03-11	2021.190798
NODE_0001117	2021-04-09	2021.269863
hCoV-19/Germany/RP-RKI-I-090000/2021|EPI_ISL_1725261|2021-04-09	2021-04-09	2021.269863
hCoV-19/Germany/RP-RKI-I-090553/2021|EPI_ISL_1725636|2021-04-13	2021-04-13	2021.280822
NODE_0000558	2021-03-12	2021.193151
hCoV-19/Germany/RP-RKI-I-045941/2021|EPI_ISL_1353365|2021-03-12	2021-03-12	2021.193151
NODE_0000559	2021-03-16	2021.204110
hCoV-19/Germany/RP-RKI-I-065753/2021|EPI_ISL_1570824|2021-03-17	2021-03-17	2021.206849
hCoV-19/Germany/RP-RKI-I-051014/2021|EPI_ISL_1433565|2021-03-16	2021-03-16	2021.204110
NODE_0001094	2021-03-29	2021.239728
NODE_0001099	2021-04-15	2021.286301
hCoV-19/Germany/RP-RKI-I-101772/2021|EPI_ISL_1847182|2021-04-15	2021-04-15	2021.286301
NODE_0000563	2021-04-16	2021.289041
hCoV-19/Germany/RP-RKI-I-102397/2021|EPI_ISL_1847724|2021-04-16	2021-04-16	2021.289041
hCoV-19/Germany/RP-RKI-I-138692/2021|EPI_ISL_2123425|2021-05-07	2021-05-07	2021.346575
NODE_0000567	2021-04-08	2021.267123
hCoV-19/Germany/RP-RKI-I-090568/2021|EPI_ISL_1725645|2021-04-08	2021-04-08	2021.267123
NODE_0000568	2021-04-17	2021.291508
NODE_0000570	2021-05-05	2021.341096
hCoV-19/Germany/RP-RKI-I-141421/2021|EPI_ISL_2125110|2021-05-05	2021-05-05	2021.341096
NODE_0000571	2021-05-07	2021.346575
hCoV-19/Germany/RP-RKI-I-144646/2021|EPI_ISL_2128966|2021-05-07	2021-05-07	2021.346575
hCoV-19/Germany/RP-RKI-I-153480/2021|EPI_ISL_2264712|2021-05-08	2021-05-08	2021.349315
NODE_0001101	2021-05-03	2021.335616
hCoV-19/Germany/RP-RKI-I-137108/2021|EPI_ISL_2120555|2021-05-03	2021-05-03	2021.335616
NODE_0000573	2021-05-04	2021.338356
hCoV-19/Germany/RP-RKI-I-141398/2021|EPI_ISL_2125094|2021-05-04	2021-05-04	2021.338356
NODE_0000574	2021-05-06	2021.344155
hCoV-19/Germany/RP-RKI-I-144661/2021|EPI_ISL_2128980|2021-05-07	2021-05-07	2021.346575
NODE_0000576	2021-05-07	2021.346575
hCoV-19/Germany/RP-RKI-I-144653/2021|EPI_ISL_2128973|2021-05-07	2021-05-07	2021.346575
hCoV-19/Germany/RP-RKI-I-144665/2021|EPI_ISL_2128983|2021-05-07	2021-05-07	2021.346575
NODE_0000557	2020-10-23	2020.808820
NODE_0001200	2021-01-11	2021.029530
hCoV-19/Switzerland/BS-UHB-42679668/2021|EPI_ISL_1388740|2021-02-04	2021-02-04	2021.094521
NODE_0001202	2021-03-01	2021.163014
hCoV-19/Switzerland/VD-ETHZ-521689/2021|EPI_ISL_1361301|2021-03-01	2021-03-01	2021.163014
hCoV-19/Switzerland/BL-ETHZ-590384/2021|EPI_ISL_1914210|2021-04-17	2021-04-17	2021.291781
NODE_0001203	2021-02-18	2021.134115
hCoV-19/Italy/LOM-HSacco84/2021|EPI_ISL_1578461|2021-03-20	2021-03-20	2021.215068
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-5626/2021|EPI_ISL_1307893|2021-03-12	2021-03-12	2021.193151
hCoV-19/Italy/LOM-Novara_Bicocca-Ceinge-01/2021|EPI_ISL_1448509|2021-03-15	2021-03-15	2021.201370
NODE_0000561	2020-10-24	2020.811572
NODE_0000702	2020-11-13	2020.867643
hCoV-19/Spain/CT-IrsiCaixaR014SL1C10/2021|EPI_ISL_1831681|2021-04-16	2021-04-16	2021.289041
hCoV-19/USA/NY-PRL-2021_02_26_00O06/2021|EPI_ISL_1172241|2021-02-24	2021-02-24	2021.149315
NODE_0000581	2020-10-25	2020.814514
NODE_0000640	2021-01-13	2021.035334
hCoV-19/Slovenia/94445/2021|EPI_ISL_1210515|2021-02-21	2021-02-21	2021.141096
hCoV-19/Slovenia/vero-65748-3p/2021|EPI_ISL_1675246|2021-02-05	2021-02-05	2021.097260
NODE_0000583	2020-10-26	2020.817361
NODE_0001205	2021-01-12	2021.032448
NODE_0001206	2021-02-16	2021.128319
hCoV-19/Italy/TAA-1900539666/2021|EPI_ISL_1406297|2021-03-18	2021-03-18	2021.209589
NODE_0001207	2021-03-04	2021.170629
hCoV-19/Italy/TAA-IGA-1900530554/2021|EPI_ISL_1523570|2021-03-09	2021-03-09	2021.184932
hCoV-19/Italy/TAA-IGA-1900533822/2021|EPI_ISL_1523627|2021-03-12	2021-03-12	2021.193151
NODE_0001208	2021-01-29	2021.077925
hCoV-19/Italy/TAA-1900542634/2021|EPI_ISL_1494680|2021-03-22	2021-03-22	2021.220548
NODE_0001209	2021-02-10	2021.109819
NODE_0000193	2021-02-23	2021.146338
NODE_0001219	2021-03-11	2021.190411
hCoV-19/Italy/TAA-IGA-1900533091/2021|EPI_ISL_1523616|2021-03-11	2021-03-11	2021.190411
hCoV-19/Italy/TAA-IGA-1900541577/2021|EPI_ISL_1489832|2021-03-19	2021-03-19	2021.212329
NODE_0000195	2021-03-08	2021.181246
hCoV-19/Italy/TAA-IGA-1900544891/2021|EPI_ISL_1545683|2021-03-23	2021-03-23	2021.223288
hCoV-19/Italy/TAA-IGA-1900534242/2021|EPI_ISL_1489740|2021-03-15	2021-03-15	2021.201370
NODE_0001210	2021-03-04	2021.172100
hCoV-19/Italy/TAA-1900543287/2021|EPI_ISL_1494696|2021-03-22	2021-03-22	2021.220548
NODE_0001211	2021-03-10	2021.186416
hCoV-19/Italy/TAA-1900542820/2021|EPI_ISL_1494687|2021-03-22	2021-03-22	2021.220548
hCoV-19/Italy/TAA-1900542795/2021|EPI_ISL_1494684|2021-03-22	2021-03-22	2021.220548
hCoV-19/Italy/TAA-1900542754/2021|EPI_ISL_1494682|2021-03-22	2021-03-22	2021.220548
NODE_0001214	2021-03-18	2021.210920
hCoV-19/Italy/TAA-1900542790/2021|EPI_ISL_1494683|2021-03-22	2021-03-22	2021.220548
NODE_0000199	2021-03-22	2021.220548
hCoV-19/Italy/TAA-1900542830/2021|EPI_ISL_1494688|2021-03-22	2021-03-22	2021.220548
hCoV-19/Italy/TAA-1900542810/2021|EPI_ISL_1494686|2021-03-22	2021-03-22	2021.220548
NODE_0001220	2021-03-04	2021.170982
NODE_0000635	2021-03-07	2021.180247
hCoV-19/Italy/TAA-1900557958/2021|EPI_ISL_1672825|2021-04-07	2021-04-07	2021.264384
NODE_0000203	2021-03-17	2021.206849
hCoV-19/Italy/TAA-IGA-1900537155/2021|EPI_ISL_1489824|2021-03-17	2021-03-17	2021.206849
NODE_0000205	2021-03-23	2021.223288
hCoV-19/Italy/TAA-IGA-1900544274/2021|EPI_ISL_1545676|2021-03-23	2021-03-23	2021.223288
hCoV-19/Italy/TAA-IGA-1900562649/2021|EPI_ISL_1745284|2021-04-13	2021-04-13	2021.280822
NODE_0001224	2021-03-17	2021.206849
hCoV-19/Italy/TAA-IGA-1900537262/2021|EPI_ISL_1489825|2021-03-17	2021-03-17	2021.206849
NODE_0001225	2021-03-24	2021.227080
hCoV-19/Italy/TAA-IGA-1900555051/2021|EPI_ISL_1941566|2021-04-03	2021-04-03	2021.253425
NODE_0001226	2021-03-29	2021.240656
hCoV-19/Italy/TAA-1900557068/2021|EPI_ISL_1672812|2021-04-06	2021-04-06	2021.261644
NODE_0000209	2021-04-10	2021.272603
hCoV-19/Italy/TAA-IGA-1900560813/2021|EPI_ISL_2007331|2021-04-10	2021-04-10	2021.272603
hCoV-19/Italy/TAA-IGA-1900560811/2021|EPI_ISL_2007330|2021-04-10	2021-04-10	2021.272603
NODE_0000642	2020-10-27	2020.819968
NODE_0001229	2020-11-21	2020.890140
NODE_0001230	2020-12-27	2020.986750
hCoV-19/Nigeria/CV857/2021|EPI_ISL_1235653|2021-01-27	2021-01-27	2021.072603
hCoV-19/Nigeria/CV777/2021|EPI_ISL_1173212|2021-01-14	2021-01-14	2021.036986
NODE_0001231	2021-01-17	2021.044104
hCoV-19/England/CAMC-13230A7/2021|EPI_ISL_1333645|2021-02-22	2021-02-22	2021.143836
NODE_0001232	2021-02-22	2021.143997
hCoV-19/France/NAQ-HCL021051648701/2021|EPI_ISL_1457765|2021-03-16	2021-03-16	2021.204110
hCoV-19/France/BRE-IPP11304/2021|EPI_ISL_2178480|2021-04-27	2021-04-27	2021.319178
hCoV-19/England/CAMC-14F3CC9/2021|EPI_ISL_1653428|2021-04-09	2021-04-09	2021.269863
NODE_0000667	2020-10-28	2020.822733
hCoV-19/USA/MN-MDH-4357/2021|EPI_ISL_1423534|2021-03-16	2021-03-16	2021.204110
NODE_0000670	2020-10-29	2020.825442
NODE_0000643	2021-01-03	2021.007987
hCoV-19/USA/WA-UW-68433/2021|EPI_ISL_1497838|2021-03-22	2021-03-22	2021.220548
NODE_0000644	2021-03-12	2021.193151
hCoV-19/USA/WA-UW-67168/2021|EPI_ISL_1448142|2021-03-12	2021-03-12	2021.193151
hCoV-19/USA/WA-UW-67224/2021|EPI_ISL_1448194|2021-03-13	2021-03-13	2021.195890
NODE_0000686	2020-10-30	2020.828141
hCoV-19/Denmark/DCGC-41773/2021|EPI_ISL_973450|2021-01-25	2021-01-25	2021.067123
NODE_0000688	2020-10-31	2020.830950
hCoV-19/Tunisia/SP-0362/2021|EPI_ISL_2035947|2021-03-05	2021-03-05	2021.173973
NODE_0000691	2020-11-01	2020.833650
hCoV-19/Nigeria/CV1301/2021|EPI_ISL_2240762|2021-02-16	2021-02-16	2021.127397
NODE_0000694	2020-11-02	2020.836463
NODE_0000794	2020-11-24	2020.897896
hCoV-19/Niger/IPP10313/2021|EPI_ISL_2188485|2021-04-01	2021-04-01	2021.247945
NODE_0000795	2021-04-19	2021.297260
hCoV-19/Denmark/DCGC-87525/2021|EPI_ISL_2023710|2021-04-19	2021-04-19	2021.297260
hCoV-19/Denmark/DCGC-92292/2021|EPI_ISL_2028587|2021-04-26	2021-04-26	2021.316438
NODE_0000701	2020-11-03	2020.839144
hCoV-19/Nigeria/CV1053/2021|EPI_ISL_1715409|2021-01-11	2021-01-11	2021.028767
NODE_0000712	2020-11-04	2020.842034
NODE_0000758	2020-12-19	2020.964611
hCoV-19/Togo/C6813/2021|EPI_ISL_1509273|2021-02-11	2021-02-11	2021.113699
NODE_0000714	2020-12-29	2020.992521
hCoV-19/France/PDL-IPP06069/2021|EPI_ISL_1443874|2021-03-16	2021-03-16	2021.204110
hCoV-19/Nigeria/CV845/2021|EPI_ISL_1235643|2021-01-23	2021-01-23	2021.061644
NODE_0000719	2020-11-05	2020.844656
NODE_0000590	2020-12-01	2020.915784
hCoV-19/Nigeria/CV781/2021|EPI_ISL_1173215|2021-01-15	2021-01-15	2021.039726
NODE_0000591	2021-02-25	2021.152055
hCoV-19/Germany/un-RKI-I-085486/2021|EPI_ISL_1722672|2021-03-29	2021-03-29	2021.239726
hCoV-19/Germany/NW-RKI-I-028478/2021|EPI_ISL_1211509|2021-02-25	2021-02-25	2021.152055
NODE_0000723	2020-11-06	2020.847279
NODE_0000708	2020-12-04	2020.923782
NODE_0000709	2020-12-27	2020.987705
hCoV-19/Nigeria/CV727/2020|EPI_ISL_1093467|2020-12-29	2020-12-29	2020.993169
hCoV-19/Nigeria/CV728/2020|EPI_ISL_1093468|2020-12-27	2020-12-27	2020.987705
NODE_0000710	2021-02-02	2021.088786
hCoV-19/Denmark/DCGC-63171/2021|EPI_ISL_1871742|2021-02-22	2021-02-22	2021.143836
hCoV-19/Denmark/DCGC-68561/2021|EPI_ISL_1877132|2021-03-08	2021-03-08	2021.182192
NODE_0000715	2021-02-15	2021.124304
hCoV-19/Denmark/DCGC-64301/2021|EPI_ISL_1872872|2021-02-22	2021-02-22	2021.143836
hCoV-19/Denmark/DCGC-52066/2021|EPI_ISL_1860105|2021-02-22	2021-02-22	2021.143836
NODE_0000728	2021-02-13	2021.119233
hCoV-19/Denmark/DCGC-69546/2021|EPI_ISL_1878117|2021-03-01	2021-03-01	2021.163014
NODE_0000729	2021-02-13	2021.119233
NODE_0000716	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-65450/2021|EPI_ISL_1874021|2021-03-22	2021-03-22	2021.220548
hCoV-19/Denmark/DCGC-58440/2021|EPI_ISL_1866943|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-75765/2021|EPI_ISL_1884336|2021-03-08	2021-03-08	2021.182192
NODE_0000735	2021-02-15	2021.124658
hCoV-19/Denmark/DCGC-49964/2021|EPI_ISL_1126355|2021-02-15	2021-02-15	2021.124658
NODE_0000216	2021-02-19	2021.136544
hCoV-19/Denmark/DCGC-81539/2021|EPI_ISL_1890181|2021-03-15	2021-03-15	2021.201370
NODE_0000217	2021-02-20	2021.138875
NODE_0000218	2021-02-21	2021.141415
NODE_0000219	2021-02-22	2021.143836
hCoV-19/Denmark/DCGC-54963/2021|EPI_ISL_1863391|2021-02-22	2021-02-22	2021.143836
hCoV-19/Denmark/DCGC-55291/2021|EPI_ISL_1863719|2021-02-22	2021-02-22	2021.143836
NODE_0000220	2021-02-22	2021.143836
hCoV-19/Denmark/DCGC-56666/2021|EPI_ISL_1865166|2021-02-22	2021-02-22	2021.143836
hCoV-19/Denmark/DCGC-58684/2021|EPI_ISL_1867187|2021-02-22	2021-02-22	2021.143836
NODE_0000223	2021-02-25	2021.153362
NODE_0000224	2021-02-26	2021.155722
NODE_0000226	2021-02-28	2021.160593
hCoV-19/Denmark/DCGC-69399/2021|EPI_ISL_1877970|2021-03-01	2021-03-01	2021.163014
NODE_0000227	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-81298/2021|EPI_ISL_1889940|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-57686/2021|EPI_ISL_1866186|2021-03-01	2021-03-01	2021.163014
NODE_0000228	2021-02-27	2021.158053
NODE_0000231	2021-02-28	2021.160593
NODE_0000232	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-77472/2021|EPI_ISL_1886082|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-77864/2021|EPI_ISL_1886505|2021-03-01	2021-03-01	2021.163014
NODE_0000233	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-77853/2021|EPI_ISL_1886494|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-53386/2021|EPI_ISL_1861440|2021-03-01	2021-03-01	2021.163014
NODE_0000234	2021-02-28	2021.160593
NODE_0000235	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-76202/2021|EPI_ISL_1884773|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-59685/2021|EPI_ISL_1868256|2021-03-01	2021-03-01	2021.163014
NODE_0000236	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-71138/2021|EPI_ISL_1879709|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-75866/2021|EPI_ISL_1884437|2021-03-01	2021-03-01	2021.163014
NODE_0000237	2021-02-26	2021.155722
NODE_0000238	2021-02-27	2021.158053
NODE_0000239	2021-02-28	2021.160593
NODE_0000240	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-51658/2021|EPI_ISL_1859595|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-58432/2021|EPI_ISL_1866935|2021-03-01	2021-03-01	2021.163014
NODE_0000242	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-71173/2021|EPI_ISL_1879744|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-69454/2021|EPI_ISL_1878025|2021-03-01	2021-03-01	2021.163014
NODE_0000243	2021-02-28	2021.160593
NODE_0000244	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-84680/2021|EPI_ISL_1893990|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-53438/2021|EPI_ISL_1861492|2021-03-01	2021-03-01	2021.163014
NODE_0000245	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-83816/2021|EPI_ISL_1892912|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-71413/2021|EPI_ISL_1879984|2021-03-01	2021-03-01	2021.163014
NODE_0000246	2021-02-27	2021.158053
NODE_0000247	2021-02-28	2021.160593
NODE_0000248	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-72920/2021|EPI_ISL_1881491|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-57574/2021|EPI_ISL_1866074|2021-03-01	2021-03-01	2021.163014
NODE_0000249	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-67420/2021|EPI_ISL_1875991|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-75266/2021|EPI_ISL_1883837|2021-03-01	2021-03-01	2021.163014
NODE_0000250	2021-02-28	2021.160593
NODE_0000251	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-57382/2021|EPI_ISL_1865882|2021-03-01	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-56993/2021|EPI_ISL_1865493|2021-03-01	2021-03-01	2021.163014
NODE_0000252	2021-03-01	2021.163014
hCoV-19/Denmark/DCGC-72510/2021|EPI_ISL_1881081|2021-03-01	2021-03-01	2021.163014
NODE_0000253	2021-03-06	2021.177231
hCoV-19/Denmark/DCGC-53801/2021|EPI_ISL_1862020|2021-03-08	2021-03-08	2021.182192
NODE_0000254	2021-03-07	2021.179771
NODE_0000255	2021-03-08	2021.182192
hCoV-19/Denmark/DCGC-59312/2021|EPI_ISL_1867883|2021-03-08	2021-03-08	2021.182192
hCoV-19/Denmark/DCGC-72800/2021|EPI_ISL_1881371|2021-03-08	2021-03-08	2021.182192
NODE_0000256	2021-03-08	2021.182192
hCoV-19/Denmark/DCGC-69915/2021|EPI_ISL_1878486|2021-03-08	2021-03-08	2021.182192
hCoV-19/Denmark/DCGC-65386/2021|EPI_ISL_1873957|2021-03-08	2021-03-08	2021.182192
NODE_0000772	2020-11-07	2020.849901
NODE_0000931	2020-12-06	2020.930010
hCoV-19/Nigeria/CV1020/2021|EPI_ISL_1715391|2021-02-10	2021-02-10	2021.110959
NODE_0000932	2021-02-21	2021.140818
hCoV-19/Switzerland/VS-33472429/2021|EPI_ISL_1296221|2021-03-04	2021-03-04	2021.171233
NODE_0000935	2021-03-06	2021.176354
hCoV-19/Switzerland/SZ-ETHZ-540337/2020|EPI_ISL_1654183|2021-03-16	2021-03-16	2021.204110
hCoV-19/Switzerland/BL-ETHZ-540844/2020|EPI_ISL_1408482|2021-03-13	2021-03-13	2021.195890
NODE_0000131	2021-03-06	2021.176596
hCoV-19/Switzerland/AG-UZH-IMV-3ba47269/2021|EPI_ISL_1911631|2021-04-21	2021-04-21	2021.302740
hCoV-19/Switzerland/SO-UHB-42762199/2021|EPI_ISL_1748317|2021-03-21	2021-03-21	2021.217808
NODE_0000806	2020-11-08	2020.852521
NODE_0000788	2020-12-07	2020.934339
hCoV-19/Nigeria/CV792/2021|EPI_ISL_1173222|2021-01-19	2021-01-19	2021.050685
